,article_id,title,description,url,date,content
189,190,"Walmart, Nordstrom and others look to YouTube stars to woo millennials and Gen Z","Establish brands and chains like Walmart and Target are looking to social media influencers to create collections, build buzz, and get real-time feedback on what shoppers think is cool, USA Today reports.",https://www.cnbc.com/2018/08/06/walmart-nordstrom-others-look-to-youtube-stars-millennials-and-gen-z.html,2018-08-06 19:27:00,Walmart the worlds biggest retailer is counting on a 6yearold YouTube star to draw in gaggles of other pintsized shoppers clamoring for bubble pets Tshirts and capsules full of limegreen slime On Monday the store chain will debut Ryans World a toy and Tshirt line created by the firstgrader whose YouTube channel Ryan ToysReview gets roughly 950 million views a month Among kids clearly whats emerged in the last few years is theyre watching an influencer like Ryan on YouTube and hes their authority says Anne Marie Kehoe Walmarts vice president and divisional merchandise manager of toys Thats why we thought this was something to really move fast on More from USA Today How social media has shaped Black Lives Matter five years later Instagram testing feature that lets users remove followers YouTuber Liza Koshy gets her own series At a time when traditional retailers are struggling to woo shoppers established brands and chains such as Walmart Nordstrom and Target are increasingly collaborating with social media stars to create collections build buzz and get realtime feedback on what shoppers think is  and isnt  cool Theyre not just going with a big celebrity face anymore says Priyanka Dayal senior content marketing manager for Celebrity Intelligence which connects businesses to social media influencers and celebrities Were seeing that retailers are adopting new tactics to reach out to the younger generation Starting this fall Nordstrom will carry a new clothing line created by Arielle Charnas the popular lifestyle influencer behind the Something Navy blog who is checking with her millionplus followers to finetune details ranging from fabrics to colors Target looked for input from Gen Z trendsetters for its clothing line Art Class which launched last year And Kohls works with wellness influencers through the site mindbodygreen The growing clout of influencers is on vivid display through the growth of Beautycon which showcases the latest in beauty products and trends Since its first meeting five years ago when a group of YouTube personalities gathered to trade favorite products and beauty tips Beautycon has grown to include events in New York and London as well as Los Angeles This years twoday gathering in California which featured a chat between CEO Moj Mahdara and social media queen Kim Kardashian was Beautycons largest Some 500 influencers took part among the 32000 attendees and more than 200 brands were represented Beautycon spokeswoman Emily Taylor says Now is the first time ever that your nextdoor neighbor could have a million followers on Instagram says Justin Kline founder of Markerly an influencer research company that acts as a matchmaker for brands and social media trendsetters Its opened up this whole new world of people who have access to this huge following which is really great for brands because it allows them to harness all this clout Initially it was mostly smaller brands eager to make their mark in the world of ecommerce that tended to turn to personalities on YouTube and Instagram for attention But oldschool retailers are also recognizing that when it comes to connecting with Generations Y and Z whose household spending is in the billions of dollars a recommendation from someone they relate to can have far more sway than that of an actor or pop star Research conducted in 2016 by influencer marketing firm Collective Bias which is now owned by tech company Inmar found 30 percent of shoppers were more inclined to buy a product endorsed by a blogger they viewed as a peer than a celebrity And among those 18 to 34 years old 70 percent preferred the noncelebrity Additionally nearly six out of 10 shoppers had taken a social media or blog review into account while browsing in a store Someone who is a teacher is looking for what other teachers have in their classrooms says Allison Stone consumer markets manager with consultancy PwC This is their lifestyle what they do every day It comes from pure experience and it feels more authentic The legions of kids who click onto Ryan ToysReview are able to have what amounts to a virtual play date with its namesake tagging along as he treks through Legoland Japan meets Sponge Bob and tries out assorted toys and activities Last year Ryanwhose family will not share his last name  was the youngest on Forbes list of the highestpaid YouTube personalities generating an estimated 11 million in 2017 Now starting in August kids will have a chance to buy toys and Tshirts that Ryan picked or helped design Its the first time that a child YouTube star has created their own line of clothing and toys Walmart says Nordstrom is also putting an influencercreated collection on its shelves Last September the retailer collaborated with popular lifestyle and fashion blog Something Navy to offer a capsule collection of clothing shoes and accessories The line Treasure amp Bond x SomethingNavy sold so well that the upscale department store chain says it will now offer a new Something Navy brand this fall Charnas the woman behind Something Navy has more than 1 million followers on Instagram alone and Nordstrom is counting on learning a lot from the readymade focus group that she has at her fingertips Arielle has been sharing different elements of the brand including fabric swatches color inspiration and sketches with her followers for feedback Nordstrom said in a statement Were listening to what theyre saying and are referencing their responses as we design the brand Arielle has developed a strong following and were hoping the synergy between both our brand and the Something Navy audience will introduce new customers to Nordstrom In addition to driving traffic toward a particular store or brand influencers also create content whether its photos on Instagram a video on YouTube or musings on a blog that companies can reuse Kline says This content is quite valuable to a retailer or other company he says Youre getting these eyeballs but also content which you can repurpose in other marketing materials And it might be easier to assess the value of an influencers impact than that of a celebrity ambassador who lends their face to a TV ad One thing for sure is that influencers provide statistics and evidence of clickthroughs sales likes and engagement rates says Louise Roe a TV host and lifestyle blogger who has worked with a mix of brands and retailers including Macys and Jimmy Choo So a company can really track their investment The impact of a star on a billboard is harder to measure with such accuracy Paid posts may be suspect to some shoppers who increasingly want to see a real connection between influencers and the products they promote Roe says that she discloses such arrangements and tries to keep a balance between sponsored and nonsponsored content Last year Target turned to a group of young teens and tweens to help it design its Gen Z focused clothing line Art Class The retailer also works with social media mavens to build connections with shoppers Influencers are an important part of how we reach our guests but our focus is on investing in relationships not transactions says Rick Gomez Targets chief marketing officer That means working directly with influencers who understand and love our brand and who can connect authentically with our guests on Targets behalf We also closely measure the work we do with influencers to ensure its effective in helping achieve the goals we establish
219,220,School-supply makers have figured out how to get back-to-school shoppers to spend more by offering innovations on the basics,Companies that make school supplies have figured out how to get parents to spend more by offering innovations on the basics.,https://www.cnbc.com/2018/08/08/retailers-raise-game-on-back-to-school-supplies.html,2018-08-08 11:57:00,The microwave ate my homework Reusable notebooks where writing disappears with heat are among the basic school supplies raising their game against gadgets like iPads Also hot in the paper aisle this year Decorative tape creative journals and scented pencils in smells like bacon and pickle Theres an explosion of innovation and fun in school supplies said Scott Bayles vice president of stationery at Walmart He noted that people are looking for ways to relieve stress through creative expression and thats trickling down to kids Companies that make school supplies have figured out how to get parents to spend more by offering innovations on the basics said Marshal Cohen chief industry adviser at The NPD Group At Staples for example a pack of 72 basic No 2 pencils costs about 1549 or 21 cents each while a pack of five scented pencils runs 799 or 160 each Overall stores expect a healthy backtoschool shopping season fueled by a strong economy and high consumer confidence Deloitte forecasts that backtoschool spending will increase 22 percent to 276 billion this year with the average spending per household rising slightly to 510 from 501 last year That includes 112 on school supplies up from 104 Here are four trends  NEW KINDS OF NOTEBOOKS AND PENS The Rocketbook Wave notebook that runs about 25 works like a traditional pen and paper version But when pages are full you can scan them with the app and send the contents to the cloud If you used the Pilot FriXion pen you can erase the notes by heating it in the microwave and then reuse it Using only the Pilot FriXion pen works in a similar way You can make corrections on a page by heating the ink in the microwave or by rubbing the eraser tip to cause friction Put it in the freezer and the ink will reappear Bullet journals that adults have adopted over the past few years are making their way to the backtoschool aisles The notebooks become a mix between a diary a wish list and a todo list and can help keep track of homework school projects and school events Events can be marked by an O bullet while tasks can be a dot  DECORATIVE TAPE Adhesive tape including Japanese paper called washi has been growing in popularity and the trend has moved into school supplies Kids are using the tape to decorate their notebooks pens and pencils and other items says Kaleigh Sands a Staples spokeswoman Its customizable Sands said noting that kids want to personalize their own items  SCENTS AND COLORS Elmers has been expanding beyond its famous white school glue to purple pink and blue glitter glue and even a slime starter kit Retailers are also widening their arrays of scented pencils Walmart has added such smells as bacon grass onion mud and pickle Targets scented pencils feature such smells as cola and jelly doughnut  LLAMAS VS UNICORNS Rainbow unicorns are seeing a bit of competition Llamas are in demand for decoration on backpacks and other school supplies Dayna Isom Johnson a trend expert at Etsy said the search results for unicorns have more than doubled in the first six months of this year compared to the same period last year Theyre still way ahead but the interest is llamas is growing  search results for them more than tripled in that same time frame It might be time for something new to come along Johnson added
133,134,"Your first trade for Thursday, August 9","The ""Fast Money"" traders share their first moves for the market open.",https://www.cnbc.com/2018/08/09/your-first-trade-for-thursday-august-9.html,2018-08-09 13:28:00,div gt divgroup gt pfirstchildgt The  Fast Money  traders shared their first moves for the market open Pete Najarian was a buyer of Celgene Tim Seymour was a buyer of Alibaba Karen Finerman was a buyer of Foot Locker Guy Adami was a buyer of Nordstrom Trader disclosure On August 8 2018 the following stocks and commodities mentioned or intended to be mentioned on CNBCs Fast Money were owned by the Fast Money traders Pete Najarian is long calls AAPL AIG AXP BAC BBBY BEL CAKE CAT CELG COTY DVN DWDP EEM ERJ EWZ FB FDC GDX JD JPM KHC KKR MNST MRO MS MT NXPI PYPL RHT RIG SKX SPY WBA XHB XLF XLI Pete is long stock AAPL AMAT AMGN AMP BAC BKE C CELG CVX DAL DIS DVA FB FUL GILD GM HAL HLT IBM JPM KMI KO LOW LULU MLCO MRK MSFT MU PEP PFE PII RCL SBUX STZ TGT UPS WFC WYNN XOM Pete bought CELG DWDP SPY calls Pete sold AMD INTC TGT calls Pete sold LVS and XLI stockTim Seymour is long AMZA ACBTO APC APHTO BABA BAC BIDU BX C CCJ CLF CMG CRON CSCO CX DAL DPZ DVYE EA EEM ERJ EUFN EWM FB FXI GE GILD GM GOOGL GWPH HAL INTC JD LEAF MAT MCD MO MOS MPEL NKE PAK PHM PYPL RH RL SBUX SQ T TIF TWTR UA UAL VALE VIAB VOD X XLE XRT YNDX 700HK Tim is short IWM RACE SPY Karen Finermans firm is long ANTM C CBS FB FL FNAC GOOG GOOGL GLNG GMLP JPM KORS puts LYV SPY puts SPY put spreads URL WIFI Her firm is short IWM Karen Finerman is long AAL BAC BOT Bitcoin Bitcoin Cash Ethereum C CAT CBS DAL DVYE DXJ EEM EPI EWW EWZ DVYE FB FL GM GMLP GLNG GOOG GOOGL JPM LOW LYV KFL KORS KORS calls MA MTW SEDG SPY puts TACO WIFI WFM Karen Finerman is short KRE TBT calls Bitcoin and Ethereum are in her kids Trust
16,17,Buy Target shares before earnings due to its likely 'solid' results: Baird,"Baird reiterates its outperform rating for Target's stock, predicting the retailer will report sales above expectations in the second half of this year.",https://www.cnbc.com/2018/08/09/buy-target-shares-before-earnings-due-to-its-likely-solid-results-b.html,2018-08-09 18:48:00,Target shares will rise as the discount retailer benefits from the closure of Toys R Us stores according to Baird div gt divgroup gt pfirstchildgt The firm reiterated its outperform rating for Targets stock predicting the retailer will report sales above expectations in the second half of this year We expect solid 2Q results reflecting continued traction from topline initiatives the onset of seasonal sales and a favorable calendar shift analyst Peter Benedict said in a note to clients Wednesday We see Target as a primary beneficiary from the demise of Toys R Us  All told we see upside to Street comp estimates across 2H
169,170,Twitter shares rise after short seller predicts big rally for the stock,"Citron Research's Andrew Left says Twitter shares will go higher due to the company's initiatives to deliver ""personalized content.""",https://www.cnbc.com/2018/08/13/twitter-shares-rise-after-citrons-andrew-left-predicts-big-rally-for-.html,2018-08-13 15:30:00,Citron Researchs Andrew Left is bullish on Twitter shares again after his earlier negative call div gt divgroup gt pfirstchildgt TWTR has hit a level of relevancy as never before With privacy concerns in its rear view amp execution on all fronts Citron expects new highs Tgt price52 Left said on Twitter Monday Tweet Link Twitter shares rose 39 percent Monday The companys stock closed at 3201 on Friday Toutiao if you dont know the name read the story the investor also said in reference to a Chinabased news and information platform The parent company of Toutiao is seeking 75 billion valuation round according to Left and he says in a in a report that should raise the perceived value of Twitter Tautiaos success has largely been attributed to the platforms ability to deliver personalized content via a simple user interface something Jack and his Twitter team has been very focused on Left said Lefts latest remarks on Twitter came after he was bearish on the social media company in March and bullish on the stock in January The investors is most known for his bearish calls against stocks like the onetime Valeant Pharmaceuticals which has since been renamed
46,47,"Your first trade for Tuesday, August 14","The ""Fast Money"" traders share their first moves for the market open.",https://www.cnbc.com/2018/08/14/your-first-trade-for-tuesday-august-14.html,2018-08-14 15:26:00,div gt divgroup gt pfirstchildgt The  Fast Money  traders shared their first moves for the market open Pete Narian was a buyer of Under Armour Karen Finerman was a buyer of the ProShares UltraShort 20 Year Treasury David Seaburg was a buyer of Macys Brian Kelly was a buyer of the iShares 20year Treasury Bond ETF Trader disclosure On August 12 2018 the following stocks and commodities mentioned or intended to be mentioned on CNBCs Fast Money were owned by the Fast Money traders Pete Najarian is long calls AIG AXP BAC BBBY CAKE CAT CELG COTY DVN DWDP EEM ERJ EWZ FB FDC GDX JD JPM KHC KKR MNST MRO MS MT NXPI PYPL RHT RIG SKX SYMC TSLA UAA WBA XHB XLF XLI Pete is long stock AAPL AMAT AMGN AMP BAC BKE C CELG CVX DAL DIS DVA EA FB FUL GILD GM HAL HLT IBM JPM KMI KO LOW LULU MLCO MRK MSFT MU PEP PFE PII RCL SBUX STZ TGT UPS WFC WYNN XOM Pete sold AAPL BEL SPY calls Pete bought SYMC TSLA UAA calls Pete bought EA stock Karen Finermans firm is long ANTM C CBS FB FL FNAC GOOG GOOGL GLNG GMLP JPM KORS puts LYV SPY puts SPY put spreads URL WIFI Her firm is short IWM Karen Finerman is long AAL BAC BOT Bitcoin Bitcoin Cash Ethereum C CAT CBS DAL DVYE DXJ EEM EPI EWW EWZ DVYE FB FL GM GMLP GLNG GOOG GOOGL JPM LOW LYV KFL KORS KORS calls MA MTW SEDG SPY puts TACO WIFI WFM Karen Finerman is short KRE TBT calls Bitcoin and Ethereum are in her kids Trust Opinions expressed by David Seaburg are solely his own and do not reflect the views and opinions of Cowen Inc David Seaburg has a financial interest in EDIT Brian Kelly is long AMD CBOE CME GCAP GS HIVE IBM MCB MSFT MU NVDA OSTK ORCL RHT SAP SHG SHOP SIVB SQ STX TSM WU Bitcoin Ethereum Litecoin Cardano Bitcoin Cash Stellar EOS STORM
220,221,Walmart teams up with Ellen DeGeneres for new denim-focused clothing line,This builds on Walmart's partnership with Lord & Taylor that was rolled out earlier this year on Walmart.com.,https://www.cnbc.com/2018/08/14/walmart-teams-up-with-ellen-degeneres-for-new-clothing-line.html,2018-08-15 04:01:00,Walmart is partnering with Ellen DeGeneres on a new clothing line as the retailer looks to bulk up its apparel brands in stores and online to compete with the likes of Amazon and Target div gt divgroup gt pfirstchildgt The move builds on Walmarts partnership with Lord amp Taylor that was rolled out earlier this year on Walmartcom Walmart also recently started selling inhouse apparel brands for women kids and plus sizes Amazon is on track to surpass Walmart as the No 1 apparel retailer in the US by years end according to Morgan Stanley But Walmart isnt going down without a fight Its been taking steps to become more of a fashion destination than it is today Amazon has focused on adding more inhouse brands and partnering with Calvin Klein Chicos FAS and Nike to bring more merchandise from wellknown retailers to its platform Walmarts new line with DeGeneres will be called EV1 and will hit stores and Walmartcom next month the company announced Wednesday It will have nearly 60 items including denim graphic tees sneakers and purses for women According to Walmart the core of the line is denim Target also recently launched a new denimfocused line called Universal Thread The discount retailer has also been investing in fashion and has tended to team up with celebrities like Victoria Beckham more often than Walmart While the denim category had been falling out of fashion particularly among younger shoppers its showing signs of a rebound The 135 billion US womens and mens jeans market grew sales by 4 percent from 2015 to 2016 according to the most recent tracking survey by The NPD Group All items from DeGeneres EV1 line will be priced under 30 Walmart said and there will be a wide range of sizes The biggest inspiration for EV1 was actually inclusiveness DeGeneres said in a statement We wanted it to appeal and be available to as many people as possible DeGeneres notably served as JC Penney s spokesperson in 2012 while the department store chain was being led by CEO Ron Johnson Her role was met by a wave of outrage from a conservative antigay and Christian group One Million Moms which complained that the openly gay DeGeneres was diluting the Penney brand and that groups members would refuse to shop there As Walmart revamps its website with more to choose from in the fashion department retail industry experts say apparel spending is increasingly drifting online Shoppers are becoming more comfortable with buying items via the web because retailers are reducing shipping fees and making the returns process easier The launch of EV1 is one of many steps were taking to establish Walmartcom as a fashion destination Denise Incandela head of Walmarts ecommerce fashion division said in a statement Walmart shares are up roughly 12 percent from a year ago bringing the retailers market cap to about 268 billion By comparison Amazon has a market cap of 935 billion and Targets is nearly 44 billion Bentonville Arkansasbased Walmart is set to report secondquarter earnings Thursday morning Analysts and investors will be looking for updates on Walmarts ecommerce investments including its acquisition of Indian ecommerce giant Flipkart  CNBCs Courtney Reagan contributed to this report
64,65,Walmart Teams Up With Ellen for Clothing Collection,"No joke, the 60 items will start at $30 or less.",http://fortune.com/2018/08/15/walmart-ellen/,2018-08-15 04:02:32,Walmart wmt is borrowing a page from Targets tgt playbook to rev up its apparel sales The retailer said in a blog post on Wednesday that it has lined up television star Ellen DeGeneres to launch a collection of casual clothes in September in a bid to spruce up its clothing selection Walmart the worlds largest retailer is primarily known for basic clothing presented in a nofrills way rather celebrity collaborations of the kind that has made Target a major apparel destination The DeGeneres tieup called EV1 and consisting of some 60 items costing 30 or less to start comes amid a number of moves by Walmart to be a bigger player in the world of fashion Walmart recently added an ecommerce page to its web site for HBCs hbc Lord amp Taylor department store chain as it looks to showcase higher end brands Walmart has also bought retailers like ModCloth Bonobos and Moosejaw in the last two years to expand its assortment for middle class customers EV1 items will also be sold at roughly 2300 stores or half its fleet Weve been hard at work transforming the fashion experience on walmartcom Denise Incandela head of fashion for Walmarts US digital operations wrote in the blog post In February at a splashy event in Manhattan that coincided with Fashion Week Walmart unveiled four brands  Time and Tru for women Terra amp Sky for plussize womens apparel Wonder Nation for kids and a major overhaul of its George apparel brand imported from its British Asda chain The brands replaced older Walmart labels Faded Glory White Stag and Just My Size Walmart is the largest US clothing retailer by a wide margin but rivals are making gains prompting Walmart to raise its game a report by researcher Coresight Research in winter found Amazon and Target tied as the secondmost popular clothing US retailer behind Walmart And both those chains have introduced successful new apparel brands in the last year adding to the pressure
63,64,Walmart Teams Up With Ellen DeGeneres for EV1 Clothing Collection,"No joke, the 60 items will start at $30 or less.",http://fortune.com/2018/08/15/walmart-ellen-degeneres-ev1/,2018-08-15 04:02:32,Walmart wmt is borrowing a page from Targets tgt playbook to rev up its apparel sales The retailer said in a blog post on Wednesday that it has lined up television star Ellen DeGeneres to launch a collection of casual clothes in September in a bid to spruce up its clothing selection Walmart the worlds largest retailer is primarily known for basic clothing presented in a nofrills way rather than celebrity collaborations of the kind that has made Target a major apparel destination The DeGeneres tieup called EV1 and consisting of some 60 items costing 30 or less to start comes amid a number of moves by Walmart to be a bigger player in the world of fashion Walmart recently added an ecommerce page to its web site for HBCs hbc Lord amp Taylor department store chain as it looks to showcase higher end brands Walmart has also bought retailers like ModCloth Bonobos and Moosejaw in the past two years to expand its assortment for middle class customers EV1 items will also be sold at roughly 2300 stores or half its fleet Weve been hard at work transforming the fashion experience on walmartcom Denise Incandela head of fashion for Walmarts US digital operations wrote in the blog post In February at a splashy event in Manhattan that coincided with Fashion Week Walmart unveiled four brands  Time and Tru for women Terra amp Sky for plussize womens apparel Wonder Nation for kids and a major overhaul of its George apparel brand imported from its British Asda chain The brands replaced older Walmart labels Faded Glory White Stag and Just My Size Walmart is the largest US clothing retailer by a wide margin but rivals are making gains prompting Walmart to raise its game a report by researcher Coresight Research in winter found Amazon and Target tied as the secondmost popular clothing US retailer behind Walmart And both those chains have introduced successful new apparel brands in the last year adding to the pressure
158,159,"Your first trade for Wednesday, August 15","The ""Fast Money"" traders share their first moves for the market open.",https://www.cnbc.com/2018/08/15/your-first-trade-for-wednesday-august-15.html,2018-08-15 13:12:00,div gt divgroup gt pfirstchildgt The  Fast Money  traders shared their first moves for the market open Pete Najarian was a buyer of Paypal David Seaburg was a seller of Walmart Brian Kelly was a buyer of ConocoPhillips Dan Nathan was a buyer of the Semiconductor ETF Trader disclosure On August 14 2018 the following stocks and commodities mentioned or intended to be mentioned on CNBCs Fast Money were owned by the Fast Money traders Pete Najarian is long calls AIG AXP BAC BBBY CAKE CAT CELG COTY DVN DWDP EEM ERJ EWZ FB FDC GDX JD JPM KHC KKR MNST MRO MS MT NXPI PYPL RHT RIG SKX SNAP SYMC TSLA UAA WBA XHB XLF XLI Pete is long stock AAPL AMAT AMGN AMP BAC BKE C CELG CVX DAL DIS DVA EA FB FUL GILD GM HAL HLT IBM JPM KMI KO LOW LULU MLCO MRK MSFT MU PEP PFE PII RCL SBUX STZ TGT UPS WFC WYNN XOM Pete bought MSFT SNAP calls COWEN ADTX Opinions expressed by David Seaburg are solely his own and do not reflect the views and opinions of Cowen Inc David Seaburg has a financial interest in EDIT Brian Kelly is long AMD CBOE CME GCAP GS HIVE IBM MCB MSFT MU NVDA OSTK ORCL RHT SAP SHG SHOP SIVB SQ STX TSM WU Bitcoin Ethereum Litecoin Cardano Bitcoin Cash Stellar EOS STORM Dan Nathan is long XLF Sept put spread Dan is long IWM aug put spread Dan is long CAT put spread Dan is long QQQ Sept put spread Dan is long SMH Oct put spread
96,97,Target to Open on the Lower East Side,"Target Corp. has signed a lease to open a 22,500 square-foot store at the 1.9 million-square-foot development stretching across several Manhattan blocks called Essex Crossing.",https://www.wsj.com/articles/target-comes-to-the-lower-east-side-1493551319,2018-08-15 18:47:58,The Lower East Side of Manhattan a gritty precinct once famous for crime junkies and denizens of punk rock is about to get its first Target The bigbox retailer has signed a lease to open a 22500 squarefoot store at the 19 millionsquarefoot development stretching across several Manhattan blocks called Essex Crossing The move is part of Target Corps TGT 240 expansion into urban areas The company which had 32 small format locationsstores ranging from 12000 to 60000 square feetat the end of 2016 is expected to have more than 130 by the end of 2019 in cities and dense suburbs across the US The new Target will be located on the second floor of the tower under construction at 145 Clinton St The property will house a Trader Joes supermarket on the lower level and rental apartments above The development venture called Delancey Street Associates includes Prusik Group LLC BFC Partners LM Development Partners Inc and Taconic Investment Partners Essex Crossing which extends roughly between Stanton and Grand streets to the north and south and Essex and Clinton streets to the west and east will have 1078 rental and condominium apartments and include a movie theater a bowling alley a threeblocklong marketplace and a medical facility A majority of the retailers that have signed for space at Essex Crossing are expected to open in 2018 offering services in an area that has been underserved said Andrew Katz a principal of Prusik Target sees tremendous potential in New York City where there is a dense population and plenty of tourists making the area one of the companys priority markets the spokeswoman said Target is using the stores to support its online shoppers offering them the ability to order online and pick up purchases in the store within an hour The company plans in June to test sameday delivery service from its Tribeca location offering store shoppers the option of having their purchases delivered within a certain time frame to locations in Manhattan and parts of Brooklyn and Queens for a fee The Lower East Side location will be one of at least five expected to open in Manhattan over the next three years Later this year the company plans to open a 40000 squarefoot store across from Macys near Herald Square Write to Keiko Morris at KeikoMorriswsjcom
171,172,Why back-to-school shopping may bring parents back into brick and mortar stores,"Some students are already in class, but it’s still back-to-school shopping time. Parents will spend an average of $510 per kid this buying season, a Deloitte survey finds.",https://www.cnbc.com/2018/08/19/parent-spending-500-per-child-for-back-to-school-shopping.html,2018-08-19 17:01:00,Backtoschool means back to shopping But this year more consumers are going old school div gt divgroup gt pfirstchildgt According to a recent survey consumers are returning to malls and other brickandmortar stores for backpacks crayons and more Meanwhile shoppers for school items will spend twice as much instore as online according to this years annual BackToSchool survey by the consulting firm Deloitte Average spending on apparel school supplies electronic gadgets and more is expected to hit 510 per household this year And 292 of that or 57 percent Deloitte found will be spent instore Thats more than double the 115 parents expect to spend on online shopping for backtoschool or 23 percent of spending Shoppers are undecided about where they will spend the remaining 20 percent Either online or instore People have really been focused on the convenience and making it easy Deloittes Rod Sides told CNBCs On The Money in an interview especially when they search for school clothes Sides is a Deloitte vice chairman and leads the companys retail wholesale and distribution division Because the kids grow so often you want to make sure you have the right size and its just sometimes easier to go to the store Sides said If something doesnt fit you dont have to worry about the online returns process Thats what drives backtoschool specifically versus maybe some other times of the year Backtoschool season runs between July and September during which American households are projected to spend 276 billion That makes it the second busiest shopping season behind only the holidays Which types of retailers did Deloittes survey find are benefiting from the backtoschool traffic That would be your Walmarts and Targets of the world said Sides with big box retailers doing quite well overall He added that offprice retail stores like TJ Maxx and Marshalls and dollar stores have done extremely well in the last couple years and have really come into prominence in this season Deloittes survey showed another shift in backtoschool shopping habits Use of laptops dropped from 57 percent last year to 49 percent this year That nearly mirrored the rise of smartphone use for shopping from 49 percent in 2017 up to 53 percent this year Theyre moving from that stationary big unit to the mobile unit Sides told CNBC but what were finding is that theyre using that mobile unit all throughout the shopping journey So its a little bit easier to use the phone and phones are a bit bigger than they were a few years ago As backtoschool shopping season winds down are the last minute bargains to be found online or instore Theres going to be offers in both places but theres a real need to get the items in your hands faster the analyst said So I think instore is going to be a big part of where we see a lot of the deals Thats because he points out December is fast approaching Especially as retailers look to clear out some of the old inventory before they get into the traditional busy season of the holidays Sides added On the Money airs on CNBC on Saturdays at 530 am ET or check listings for air times in local markets
94,95,Target and Lowe’s earnings are on tap this week. Experts say one big0box retailer is the better bet,"Retail earnings are in full swing, and this week it's Lowe's and Target's turn as two of the big-box retailers report on their recent quarters. Only one looks a winner to these market watchers.",https://www.cnbc.com/2018/08/20/target-and-lowes-earnings-are-on-tap-this-week-experts-say-one-big-box-retailer-is-the-better-bet.html,2018-08-20 16:42:00,Retail earnings are in full swing and this week its Lowes and Targets turn as two of the bigbox retailers report on their recent quarters div gt divgroup gt pfirstchildgt The two retailers have had very different years While Target has surged 27 percent since the beginning of 2018 Lowes is up 6 percent and trailing the XRT retail ETF s 14 percent gain Market watchers agree on one thing ahead of their earnings Target still looks like the better bet Im rolling with the momentum and Id be a buyer of Target ahead of the earnings said Craig Johnson chief market technician at Piper Jaffray on CNBCs  Trading Nation  on Friday Target shares are coming off their eighth week in the green a stretch not seen since April 2013 The stock has added 14 percent since the beginning of June When you look at the options implied move its about 6 percent and from our perspective a move above 85 in Target is also going to be a nice technical resistance level to break through and would represent about a threeyear new high in the stock said Johnson Target has not traded above 85 since July 2015 Its shares are just 2 percent from that level Its fundamentals story also looks solid to Gina Sanchez CEO of Chantico Global The question is do you buy a catchup story thats really kind of a good stock thats made real changes changing their sameday delivery and forging into the etailing space and thats starting to pay off thats Target versus an average story in a booming sector Sanchez said Friday on Trading Nation Target has aggressively expanded its sameday delivery options in metro areas over the summer looking to compete with the same services offered by Amazon It most recently expanded to Portland Maine Targets fundamentals story is the story of a company thats actually doing things and getting rewarded for them so I still think theres more to move added Sanchez Target and Lowes are scheduled to report earnings before the bell Wednesday
