dummy-y-val,sales,walmart,amazon,store,stores,retail,brands,retailer,earnings,quarter,chain,starbucks,percent,brand,analysts,cnbc,delivery,macy,online,company,revenue,customers,retailers,farmers,shares,grocery,apparel,services,fashion,nordstrom,locations,shoppers,agriculture,producers,commerce,crop,kroger,shopping,restaurant,alibaba,digital,straws,buy,expectations,sears,quarterly,agricultural,rose,clothing,prime,platform,growth,restaurants,coffee,deal,trump,google,street,grew,farm,rivals,trading,share,inventory,firm,paper,fiscal,customer,soybeans,maker,hong,kong,alberta,crops,giant,adjusted,ceo,price,soybean,chains,shop,bringing,tencent,compete,buying,line,burger,cattle,profit,feed,penney,june,expects,consumers,reported,technology,wall,farms,cramer,dunkin
0.343336799,4,0,5,1,2,8,0,0,1,1,0,0,21,1,0,1,0,1,7,1,2,0,8,0,5,0,0,0,0,1,0,6,0,0,2,0,0,5,0,3,1,0,1,0,0,0,0,1,0,4,2,8,0,1,1,3,1,4,2,0,0,8,5,1,1,0,1,1,0,0,2,2,0,0,0,1,0,6,0,0,3,0,3,0,1,2,0,0,0,0,1,3,0,4,1,2,0,0,0,0
8.98369673,21,33,27,5,7,17,1,11,0,5,5,0,50,0,18,1,1,0,47,10,4,4,14,0,14,0,3,1,1,0,1,7,0,4,0,0,0,10,0,0,6,0,6,2,0,2,0,4,2,2,0,20,0,0,5,4,2,7,2,0,5,2,11,1,9,2,6,1,0,0,0,0,0,0,1,0,4,17,0,0,1,1,0,2,4,0,0,0,2,0,1,0,2,5,8,3,5,0,0,0
12.71745152,5,0,0,2,0,7,1,0,5,5,1,0,37,0,2,0,0,0,1,7,8,1,0,3,11,0,0,8,0,1,0,0,1,1,5,0,0,1,5,0,5,0,9,1,0,2,1,3,0,5,1,24,1,0,9,9,1,0,1,0,1,10,8,2,4,1,11,1,0,1,17,14,0,0,1,0,3,6,0,1,0,0,0,0,3,1,1,0,1,0,0,1,0,3,3,5,0,0,0,0
17.1477614,9,0,3,6,5,7,7,2,2,7,0,0,44,2,3,2,6,0,5,18,5,7,4,0,8,0,4,5,1,1,0,4,0,1,1,0,0,1,0,0,3,0,4,1,1,0,0,4,5,5,5,27,0,0,11,9,0,2,1,0,2,3,2,1,8,0,6,3,0,3,1,1,0,0,1,2,3,7,0,1,2,1,3,0,0,7,0,0,5,1,1,2,0,2,5,4,3,0,0,0
22.54532106,9,0,6,2,0,5,0,6,2,2,1,0,57,0,5,3,2,0,4,23,11,1,0,0,16,0,2,7,0,0,0,0,2,0,0,0,0,0,2,0,1,0,4,3,2,7,0,2,2,14,4,7,1,0,14,7,6,7,1,0,0,3,19,0,6,0,0,0,0,5,27,19,0,0,0,6,4,8,0,2,2,0,0,0,3,5,0,0,6,1,0,2,2,3,7,12,5,0,0,0
18.19149093,0,1,0,0,0,0,0,2,3,0,0,0,12,0,1,1,0,0,1,1,3,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,6,1,0,2,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0
24.62968579,4,1,1,0,1,2,1,1,2,2,0,0,20,1,4,0,1,0,4,9,9,0,5,0,4,0,0,9,0,0,1,0,0,0,0,0,0,2,0,0,3,0,1,3,0,1,0,1,0,2,1,6,0,1,16,10,2,3,0,0,1,1,4,0,1,2,1,1,0,0,1,1,0,0,1,0,4,2,0,0,0,0,0,1,2,9,0,1,0,0,0,0,0,1,0,5,3,0,0,0
16.52517883,10,0,16,5,3,6,2,0,1,6,4,0,26,2,6,8,7,0,3,2,3,2,2,0,4,3,1,8,0,0,4,3,0,0,2,0,0,1,1,1,3,0,2,2,0,0,0,2,2,3,4,7,1,1,5,13,11,0,2,0,2,6,14,0,1,1,2,1,1,2,0,0,0,0,3,2,1,8,0,1,0,1,3,0,0,1,0,0,2,0,0,4,1,2,3,8,1,1,0,0
12.41839821,1,0,0,0,2,2,1,2,2,6,0,0,18,1,2,2,0,0,1,14,0,2,0,0,5,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,2,0,4,0,2,0,16,0,0,11,12,0,2,1,0,0,3,9,0,0,0,3,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,1,0,1,3,0,0,0,0,0,6,1,1,4,11,1,0,0,0
11.87960587,1,0,0,0,1,3,1,0,2,6,0,0,58,0,4,1,1,0,1,9,2,4,0,1,4,0,0,5,0,0,0,0,1,0,0,1,0,0,7,0,1,0,3,1,0,0,0,0,0,3,3,12,8,0,2,15,0,5,1,0,0,24,6,0,3,4,4,1,0,1,3,2,0,1,2,2,2,14,0,0,1,2,0,1,1,3,0,0,0,0,0,6,0,3,9,1,3,1,0,0
11.19151035,2,2,0,4,4,4,0,3,0,3,3,0,20,0,0,7,0,0,4,8,1,4,0,0,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,5,0,2,2,4,0,0,4,5,0,1,3,0,0,5,2,1,2,0,0,3,0,0,0,0,0,0,1,0,5,12,0,2,1,1,0,0,1,2,0,0,1,0,5,0,1,3,3,2,1,0,0,0
11.45541298,11,3,14,4,7,3,10,2,0,0,6,0,30,7,3,6,4,0,10,8,3,5,11,0,1,0,9,4,6,0,2,4,0,1,0,0,2,3,0,5,4,0,3,5,1,0,0,5,5,3,1,12,0,0,2,2,0,6,0,0,0,17,4,1,2,6,13,4,0,0,2,2,0,1,1,0,2,19,0,0,0,1,0,0,6,4,1,0,1,0,2,2,4,3,2,3,5,0,0,0
14.46385308,3,2,14,2,4,4,11,3,0,2,6,0,48,8,5,0,2,0,7,35,2,3,7,7,6,0,13,4,12,0,0,4,3,0,0,0,1,3,0,0,2,0,7,0,1,0,0,3,5,2,11,8,1,0,13,6,1,3,0,4,0,9,7,1,2,2,1,1,0,1,5,4,0,1,2,0,0,24,0,0,0,0,5,0,6,4,0,0,3,4,2,0,2,4,1,6,4,3,0,0
13.10630732,0,2,2,3,2,0,0,1,5,8,0,0,41,0,4,0,7,0,3,6,2,13,2,0,2,1,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,2,0,7,0,1,5,0,1,1,1,0,4,6,4,0,1,0,1,2,0,0,0,0,0,0,1,1,0,6,0,1,0,0,0,1,3,3,0,0,1,0,0,0,1,1,0,2,1,0,0,0
14.70423427,4,0,1,0,0,3,0,1,4,4,0,0,43,1,3,0,0,0,5,18,3,8,4,1,3,0,3,9,0,0,0,1,0,0,2,0,0,1,7,0,0,0,5,0,0,2,0,1,0,5,0,18,5,0,10,20,1,1,0,0,1,2,14,1,2,2,4,3,0,2,0,0,0,0,0,5,4,6,0,2,2,2,0,0,1,3,0,0,2,1,2,7,1,2,3,3,1,0,9,0
29.39743517,4,0,2,2,1,2,2,1,0,2,0,0,28,3,7,0,0,0,6,17,1,2,2,1,9,0,0,2,0,0,1,0,1,0,0,2,0,3,0,1,18,0,9,1,0,0,1,4,0,3,5,20,0,0,7,12,1,12,2,3,2,7,11,0,4,10,3,0,0,1,1,1,0,2,4,0,3,19,1,0,1,1,0,0,3,6,0,2,2,1,0,2,3,0,8,20,17,0,0,0
13.37249366,5,1,8,1,2,0,1,0,1,3,0,0,15,0,0,0,2,0,0,13,4,0,0,0,2,1,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,2,0,0,0,1,0,2,4,13,0,0,2,8,1,7,2,0,1,0,2,0,9,1,3,1,0,1,0,0,0,0,3,1,5,5,0,2,0,0,1,0,0,1,0,0,1,0,0,2,0,1,4,2,4,0,0,0
14.46982016,0,0,0,1,10,18,0,2,2,3,2,0,20,1,3,0,1,0,12,4,2,0,6,0,2,0,0,2,0,0,0,5,0,0,0,0,0,6,3,0,2,0,1,1,0,0,0,0,0,1,0,7,4,0,1,1,0,4,1,0,0,1,3,0,3,5,2,0,0,0,0,0,0,0,1,0,8,5,0,0,1,1,0,0,0,5,2,0,2,0,4,1,0,1,0,2,0,0,0,0
12.74783521,12,2,27,5,4,8,15,4,4,1,3,0,31,6,2,3,0,0,9,17,8,0,8,0,4,2,8,2,2,0,1,10,0,0,1,0,0,4,0,0,3,0,4,2,0,1,0,1,1,4,0,16,0,0,7,3,6,2,0,0,4,1,6,1,9,0,7,2,0,0,0,0,0,0,3,3,3,5,0,1,0,1,0,0,2,7,0,0,2,0,1,1,1,3,3,1,2,0,0,0
11.43060626,4,1,2,3,3,7,0,4,1,3,2,0,14,0,0,0,0,0,2,8,0,0,8,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,4,0,3,1,1,1,0,0,0,2,1,1,0,0,3,2,1,1,0,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,2,1,1,6,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,3,1,0,1,0,0,0
6.870217168,3,0,0,4,6,9,4,1,5,2,0,0,8,4,0,0,0,0,3,19,0,9,1,0,0,0,0,0,10,0,3,0,0,0,1,0,0,3,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,6,0,0,2,0,0,0,2,0,0,1,0,0,0,1
1.452366085,2,0,0,7,8,7,0,0,2,0,0,3,4,0,0,1,0,0,1,0,1,0,6,0,0,0,1,3,0,1,4,1,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,3,4,0,2,0,0,0,0,4,0,1,0,4,0,0,0,16,14,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,2,0,0,0
4.970809042,17,7,6,8,11,7,14,1,1,2,3,0,22,2,1,1,1,0,4,11,1,2,8,2,6,5,5,1,3,1,0,4,2,1,0,4,0,1,0,0,3,0,7,0,1,1,1,1,1,2,0,11,0,0,7,4,2,3,0,0,2,4,4,1,0,1,7,1,7,0,0,0,0,1,2,0,11,10,4,5,0,1,0,0,4,2,0,0,3,4,1,0,1,1,4,0,4,0,0,0
3.856449272,3,0,1,1,0,1,0,0,4,1,0,0,34,5,4,1,1,0,2,7,4,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,1,0,0,0,5,0,2,0,12,0,0,2,8,1,4,0,0,1,2,4,0,0,1,5,0,0,0,3,3,0,0,4,1,2,4,0,0,0,0,2,2,1,1,0,0,1,0,0,7,1,2,0,4,2,0,0,0
4.979944494,3,0,2,1,4,1,1,1,3,0,1,1,1,2,9,0,2,0,0,11,4,1,3,0,2,2,0,13,0,0,2,3,1,6,1,0,0,0,1,0,8,0,5,0,0,0,2,0,0,2,0,8,0,0,6,1,1,1,0,0,0,5,2,1,2,2,0,0,0,0,4,4,0,0,1,0,0,14,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,2,0,3,1,0,0,0
13.07012176,8,0,2,3,5,5,0,1,2,1,0,0,3,1,4,0,0,0,3,9,0,3,5,0,4,2,0,5,0,2,0,2,1,0,0,0,0,0,0,0,4,0,8,0,0,1,0,2,1,0,0,9,0,0,5,10,0,0,0,1,0,3,8,3,3,6,4,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,2,6,0,0,0,1,1,0,3,0,9,14,1,0,0,0
12.47379895,0,0,0,0,0,2,0,0,0,2,0,0,7,0,2,0,0,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,6,0,1,1,0,0,0,3,0,2,3,2,0,0,7,11,0,1,2,0,2,7,5,0,5,3,2,0,0,1,3,3,0,0,0,0,0,4,0,0,0,0,0,0,7,1,0,0,2,0,0,1,1,0,4,5,1,0,0,0
13.73587009,23,1,1,3,5,3,11,1,2,2,5,0,22,4,4,0,1,0,5,16,2,1,3,0,4,2,7,3,1,0,1,2,0,0,2,0,0,2,1,0,6,0,3,2,0,1,1,3,3,4,1,7,0,0,7,21,17,2,1,0,2,5,5,0,8,1,3,3,0,2,1,1,0,0,3,1,2,3,0,2,0,1,0,1,5,0,0,0,1,1,2,1,2,2,2,7,0,0,0,0
10.98933999,2,0,0,0,0,0,0,0,6,8,0,0,13,0,6,0,0,0,0,1,1,0,0,0,3,0,0,7,0,0,0,0,1,2,5,0,0,0,0,0,0,0,4,2,0,0,0,8,0,0,0,18,0,0,4,30,0,0,3,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,2,1,0,0,0,0,0,2,1,2,4,0,0,0,0,0
11.24395592,1,0,0,0,0,4,0,0,1,1,1,0,9,0,5,2,0,0,6,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,0,0,7,0,0,1,0,1,0,2,1,4,0,3,4,8,22,2,2,0,0,13,3,0,7,9,1,0,0,1,1,0,0,0,1,0,2,5,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,7,2,0,0,0
8.516359887,2,0,3,2,2,6,2,0,3,3,1,0,27,0,4,4,0,0,2,17,3,5,0,0,1,0,1,5,0,0,0,1,1,0,1,0,0,3,0,0,7,0,4,0,1,0,0,0,1,6,1,25,0,0,1,2,5,3,4,0,0,5,4,0,3,0,2,1,0,0,13,10,0,0,2,0,6,9,0,1,1,0,0,0,2,2,0,0,1,1,0,0,0,1,3,19,3,0,0,0
10.53488887,0,0,0,0,0,0,1,0,1,1,1,0,14,0,1,2,0,0,3,2,2,2,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,3,0,0,1,5,0,2,0,4,0,1,2,7,0,1,2,0,1,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,2,3,3,0,0,0,0
10.14057221,19,10,0,3,16,4,10,8,3,8,4,0,25,0,1,3,0,0,11,23,9,2,1,0,0,0,0,5,0,0,0,3,0,0,0,0,0,2,0,0,3,0,2,3,0,2,0,3,0,0,3,23,0,0,11,34,6,1,1,0,0,2,7,3,5,0,3,1,0,1,1,1,0,0,0,2,3,8,0,1,1,3,0,2,3,3,0,1,1,0,1,2,2,0,4,10,5,0,0,0
12.22280171,4,0,0,1,4,6,0,1,0,0,0,0,7,0,0,2,0,0,1,1,0,0,2,0,2,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,17,25,2,2,0,0,0,1,2,0,2,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,5,0,0,0
14.83060528,11,0,6,1,2,0,1,0,15,5,0,0,51,1,6,2,2,0,3,32,1,4,1,0,13,0,2,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,3,2,33,0,0,9,14,0,2,0,0,1,4,12,0,11,2,6,3,0,1,18,12,0,0,4,1,6,5,0,0,1,0,1,1,1,5,0,0,11,0,0,0,5,0,5,5,3,0,0,0
9.980898267,4,1,0,1,3,7,4,0,22,4,0,0,20,4,5,3,1,0,5,15,8,2,5,0,2,0,0,8,0,0,0,2,0,0,0,0,0,0,1,0,2,1,3,0,0,2,0,2,0,2,0,11,0,1,8,12,0,2,0,0,0,4,9,0,3,0,1,1,0,0,1,0,0,0,0,0,7,2,0,0,0,2,1,0,1,3,0,0,1,0,0,1,8,2,2,11,4,0,0,0
10.10507638,10,0,10,6,27,11,4,0,5,5,4,0,15,0,5,10,8,0,6,11,6,18,3,8,2,0,0,11,0,0,0,2,0,0,0,1,2,2,0,0,5,0,11,0,0,1,1,1,2,4,2,19,8,4,5,15,1,4,1,1,6,2,5,0,7,0,3,1,0,0,2,1,0,1,3,0,2,20,0,6,3,1,0,0,0,1,1,0,2,1,0,0,0,2,5,0,4,2,0,0
15.4864351,3,0,1,0,1,3,0,0,3,3,0,0,13,0,0,1,0,0,3,13,5,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,5,2,14,0,0,4,16,1,3,0,0,3,1,4,0,1,0,4,0,0,0,1,1,0,0,2,0,3,5,0,1,0,2,0,0,0,1,0,0,4,0,0,1,2,0,7,1,3,0,0,0
12.36796083,4,2,1,0,3,2,2,0,7,10,0,0,29,1,4,1,2,0,2,22,2,10,0,0,1,1,0,21,1,0,2,0,3,1,7,1,0,0,0,0,3,0,7,1,0,1,2,6,0,2,5,23,1,1,21,32,1,2,4,2,0,3,11,0,11,3,4,1,0,1,2,2,0,1,2,0,11,10,0,0,0,1,0,0,0,4,0,0,1,0,0,1,2,1,8,14,5,0,0,0
13.09023335,4,0,1,0,3,8,1,2,12,5,0,0,32,2,1,32,0,0,2,28,7,6,2,1,4,0,0,6,0,0,0,0,1,3,1,0,0,1,0,0,2,0,5,2,0,1,3,0,0,4,0,22,1,0,13,20,0,5,3,0,0,8,6,1,14,5,3,4,0,1,0,0,0,0,1,0,14,4,0,0,0,2,0,0,1,4,0,0,2,0,0,0,4,4,3,11,4,2,0,0
15.35044746,0,0,7,0,0,0,0,1,0,0,0,0,3,1,1,0,2,0,3,6,3,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,3,0,1,0,3,0,0,0,0,0,0,4,2,6,1,0,2,8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,2,0,2,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,3,1,0,0,0
11.22617592,3,0,0,0,0,0,0,0,6,6,2,0,14,0,2,9,1,0,2,29,3,2,0,0,3,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,1,5,1,0,2,6,0,2,16,17,2,1,2,0,1,2,6,0,6,2,0,0,0,1,2,1,0,0,3,0,6,5,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,6,6,4,0,0,0
11.49391317,7,1,1,0,0,0,0,0,11,33,1,6,38,0,2,30,0,0,2,12,3,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,1,33,0,0,38,137,0,2,5,0,2,1,5,1,3,4,0,1,0,0,0,0,0,1,0,1,8,2,0,0,0,2,0,0,0,1,0,1,2,2,0,0,1,1,4,0,16,0,0,0
11.11263539,3,1,0,0,1,0,0,0,4,0,0,0,54,0,4,3,0,0,0,25,4,0,0,0,13,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,12,0,0,11,13,0,4,2,0,6,4,5,0,2,0,6,0,0,0,0,0,0,0,0,0,16,4,0,0,1,1,0,0,3,2,0,0,4,0,0,0,1,4,4,0,4,0,0,0
14.83313387,13,0,5,0,1,1,0,1,0,3,0,0,27,0,1,0,0,0,1,10,4,1,1,1,3,0,0,1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,2,0,0,0,2,7,3,1,1,8,0,0,0,2,2,3,3,0,1,7,3,0,6,0,9,2,0,0,0,0,0,0,0,0,2,16,0,0,1,0,0,0,1,2,0,0,0,0,0,0,3,1,3,0,4,0,0,0
22.07099898,6,0,1,0,0,1,0,0,2,4,0,0,34,0,7,0,0,0,1,14,3,2,0,0,2,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0,8,0,2,1,0,1,0,1,1,1,0,14,0,0,7,18,1,7,1,0,0,1,6,0,1,1,2,0,0,0,0,0,0,0,1,1,6,4,0,0,0,0,0,0,5,1,0,0,0,0,0,2,4,2,3,7,7,0,0,0
11.16904375,6,4,1,3,0,0,1,0,13,7,1,0,18,0,7,1,0,0,1,10,4,1,0,2,7,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,2,0,8,0,0,0,0,2,0,1,0,50,1,0,3,7,1,0,0,0,0,0,14,0,3,4,9,1,0,0,0,0,0,0,0,0,3,3,0,0,1,2,1,1,5,1,0,0,1,0,0,1,3,0,2,4,2,0,0,0
14.55026587,4,0,1,6,5,5,3,0,1,3,1,0,25,5,4,0,0,0,1,3,3,2,8,0,2,0,0,0,3,0,1,2,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,2,0,3,3,11,1,0,2,16,0,2,0,0,1,2,4,1,4,1,0,1,0,0,0,0,1,0,0,0,5,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,3,0,0,0
20.82326547,7,0,1,3,6,6,4,1,8,3,4,0,33,4,9,3,0,0,2,29,4,3,5,0,4,0,1,3,1,5,0,1,0,0,1,0,0,2,0,0,4,0,2,1,0,1,0,3,1,4,0,8,0,0,15,3,2,4,0,0,1,8,6,1,2,4,10,0,0,1,2,2,0,0,2,0,9,5,0,0,0,0,4,2,3,4,0,0,0,0,0,0,2,0,6,6,3,0,0,0
24.81183161,11,0,0,3,0,1,5,1,9,1,4,0,23,6,5,0,2,0,3,20,2,5,0,0,6,1,1,3,0,0,1,2,0,0,2,0,0,0,2,0,1,0,0,3,0,0,0,2,0,3,2,26,0,0,11,14,0,1,2,0,1,3,7,0,4,5,8,2,0,1,2,3,0,0,2,2,6,5,0,0,0,0,0,2,1,6,0,0,1,1,0,0,1,3,1,3,7,0,0,0
12.11336284,3,2,0,2,3,6,0,1,9,5,1,0,30,4,6,2,1,0,2,20,2,5,6,0,7,0,2,4,2,0,1,1,0,0,2,0,0,1,0,0,0,0,10,1,0,1,0,1,0,10,2,16,1,0,7,16,0,6,3,1,0,8,8,3,9,0,3,0,0,0,0,0,0,0,1,3,8,11,0,0,1,1,0,0,2,5,0,0,1,0,0,2,4,2,9,10,7,0,0,0
17.91449222,3,0,0,0,0,0,1,0,3,1,0,0,23,0,1,1,0,0,0,6,0,0,0,0,1,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,2,6,0,0,2,2,1,0,1,0,0,4,0,0,0,1,0,0,0,0,2,2,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
23.30344163,1,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,2,0,2,7,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,1,1,1,0,16,0,1,15,17,1,5,1,3,0,7,2,0,1,1,7,0,0,0,1,1,0,0,2,1,1,15,0,0,0,3,0,0,1,6,0,0,2,2,0,0,2,0,1,1,4,0,0,0
12.40919421,5,0,1,0,0,0,0,0,8,4,1,0,47,1,6,7,0,0,0,15,4,0,0,0,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,3,0,4,3,29,0,0,9,20,2,2,0,0,0,4,7,0,4,1,15,1,0,0,7,3,0,0,2,2,7,9,0,0,0,0,0,0,1,5,0,0,0,0,0,1,3,1,8,3,3,0,0,0
