11,Walmart Gives Workers Paid Sick Leave to Sweeten Broader Attendance Crackdown,,https://www.bloomberg.com/tosv2.html?vid=&uuid=0816ab80-25e6-11e9-9cda-f109c01d9aea&url=L25ld3MvYXJ0aWNsZXMvMjAxOS0wMi0wMS93YWxtYXJ0LWdpdmVzLXdvcmtlcnMtcGFpZC1zaWNrLWxlYXZlLXRvLXN3ZWV0ZW4tYnJvYWRlci1hdHRlbmRhbmNlLWNyYWNrZG93bg==,"{'id': 'bloomberg', 'name': 'Bloomberg'}",2019-02-01T05:01:20Z,
12,Amazon Reconsidering New York Headquarters Site: WaPo,,https://www.bloomberg.com/tosv2.html?vid=&uuid=f94d8280-2bcc-11e9-bba3-0d45e39ff23b&url=L25ld3MvdmlkZW9zLzIwMTktMDItMDgvYW1hem9uLXJlY29uc2lkZXJpbmctbmV3LXlvcmstaGVhZHF1YXJ0ZXJzLXNpdGUtd2Fwby12aWRlbw==,"{'id': 'bloomberg', 'name': 'Bloomberg'}",2019-02-08T17:33:09Z,
13,Tesla to buy electric battery maker Maxwell in $218m deal,Purchase comes as electric car maker endures volatile start to the year,https://www.ft.com/content/92457d9c-2887-11e9-88a4-c32129756dd8,"{'id': 'financial-times', 'name': 'Financial Times'}",2019-02-04T14:30:17Z,"Elon Musk-led Tesla agreed on Monday to buy a maker of battery technologies in an all stock deal, as the maker of the Model 3 seeks to bolster its electric capabilities after a bruising start to the year.
The company clinched a $218m deal to take over Maxwell Technologies, a California-based developer of electric batteries that has counted Volvo-owner Geely, Lamborghini and General Motors among its customers. 
Maxwell is a maker of ultracapacitors, which can be integrated into regenerative braking systems and used to help lengthen the life of a vehicle’s existing battery for start-stop engine technology. The company also makes power storage systems for electric utilities.
The takeover comes at a testing time for Tesla, as the company accelerates the production of its lower cost Model 3 and tries to move past a scandal last year that saw the Securities and Exchange Commission force Mr Musk to give up his role as chairman of the automaker. Tesla shares have been volatile to start the year, as investors balance an improving balance sheet with news the company’s chief financial officer Deepak Ahuja would step down. 
The deal comes less than a year since US securities regulators charged Maxwell and one of its former sales executives with fraudulently inflating the company’s revenues. Maxwell and the executive settled the charges by paying $2.8m and $500,000 in fines respectively, without admitting or denying guilt. 
The fine was the second time the company had settled charges with US regulators, having been charged in 2011 with repeatedly paying bribes to government officials in China. It also settled those charges with a fine and did not admit or deny the charges.
The sale of Maxwell was approved unanimously by the company’s board of directors, who expect the deal to be completed in the second quarter of 2019. Maxwell Technologies stockholders will receive fractional shares in Tesla worth $4.75 for each share of Maxwell they currently hold, a 55 per cent premium to Friday’s closing price.
“We believe this transaction is in the best interests of Maxwell stockholders and offers investors the opportunity to participate in Tesla’s mission of accelerating the advent of sustainable transport and energy,” said Franz Fink, the chief executive of Maxwell.
The sale of Maxwell was approved unanimously by the company’s board of directors, who expect the deal to be completed in the second quarter of 2019.
Tesla shares slid 2 per cent in early morning trading on Monday to $306.78, while Maxwell stock climbed nearly 50 per cent to $4.59."
14,India’s ecommerce law forces Amazon and Flipkart to pull products,Several lines are now unavailable to comply with new regulations,https://www.ft.com/content/29a96ff6-2615-11e9-8ce6-5db4543da632,"{'id': 'financial-times', 'name': 'Financial Times'}",2019-02-01T13:04:28Z,"Amazon pulled products from its Indian website, while Walmart said it was “disappointed”, as New Delhi’s new ecommerce rules took effect on Friday, disrupting operations and putting pressure on the retail giants. 
Amazon and Walmart-owned Flipkart, the two biggest players in India’s fast-growing ecommerce sector, are being forced to overhaul their business models to comply with new rules introduced in late December, after complaints from traders that the US companies were violating India’s ban on foreign direct investment in “multi-brand retailing”.
Amazon and Flipkart had both urged New Delhi to extend the deadline for complying with the new rules for three to six months to give them more time to prepare. But on Thursday night the government said it had decided to enforce its original February 1 deadline. 
In a statement on Friday, Walmart, which spent $16bn to buy Flipkart last year, expressed its dismay. “We are disappointed that the government has decided to implement the regulation changes at such haste,” said Rajneesh Kumar, the company’s chief of corporate affairs in India, citing the “significant work” needed to overhaul its supply chains and systems.
On Friday afternoon, numerous items on Amazon were listed as “currently unavailable”, including the company’s private-label brands such as Amazon Basics, home and kitchen entity Solimo and household line Presto. Clothing items from Indian fashion label Shoppers Stop — a business in which Amazon holds a small stake — were also listed as unavailable. 
“We are beginning to see customers reaching out to us because there are quite a few products that are not available on the website,” said Minari Shah, Amazon spokesperson. 
The Indian government unveiled the new rules on December 26, as Prime Minister Narendra Modi intensifies his efforts to court small businesses ahead of an upcoming general election. 
India has long restricted foreign direct investment in multi-brand retail, ostensibly to protect small shops. But in 2016 New Delhi decided foreign-owned ecommerce platforms could operate as marketplaces — facilitating transactions between sellers and consumers — but could not sell directly to consumers. 
As they grew, Flipkart and Amazon established wholesale distributors to better reach their customers. But the new rules target this workaround, banning foreign ecommerce sites from selling goods from companies in which they own a stake. 
As a result, Amazon and Flipkart face a significant restructuring of their supply chains, according to Anuj Sethi, senior director at the credit rating agency CRISIL. He estimated the changes would affect “nearly 40 per cent” of Amazon and Flipkart’s retail sales — a possible $5.5bn — while bricks-and-mortar retailers would experience a bump in growth.
“I think they will negotiate with the government and try and get some of these rules eased a bit, but it will take some time,” said Mr Sethi. 
Mukesh Ambani's Reliance Industries has announced that it now planned to launch a new ecommerce platform, which would not be subject to the same restrictions imposed on Amazon or Flipkart. 
Last year, Reliance was part of the government consultations for the new rules, while the foreign ecommerce companies say they were shut out. “We believe that policy should be created in a consultative, market-driven manner,” Walmart’s Mr Kumar said. 
Amazon, which has invested $5bn in India, this week gave a cautious first-quarter sales forecast, citing India’s regulatory turmoil as an impediment to growth. “The situation in India is a bit fluid right now,” chief financial officer Brian Olsavsky told analysts.
Shoppers in India are already hit. Chinmay Dhumal, an 18-year-old engineering student in Mumbai, is annoyed that he cannot find his favourite cut-price items on Amazon any more. 
“They provided really good products at a very good price but now they are taken out of the equation. A good number of items have reduced [in number],” said Mr Dhumal. “I guess I may have to change my habits and walk into a store.”"
15,"Amazon Results Spur Near-Term Caution, Long-Term Optimism",,https://www.bloomberg.com/tosv2.html?vid=&uuid=ca7e3af0-2620-11e9-8c54-215d72080505&url=L25ld3MvYXJ0aWNsZXMvMjAxOS0wMi0wMS9hbWF6b24tcmVzdWx0cy1zcHVyLW5lYXItdGVybS1jYXV0aW9uLWxvbmctdGVybS1vcHRpbWlzbQ==,"{'id': 'bloomberg', 'name': 'Bloomberg'}",2019-02-01T12:00:55Z,
16,Daybreak: U.S. Optimistic on Trade. Amazon Angst. (Podcast),,https://www.bloomberg.com/tosv2.html?vid=&uuid=23c6ef80-262b-11e9-942f-c5c80c2e3a63&url=L25ld3MvYXVkaW8vMjAxOS0wMi0wMS9kYXlicmVhay11LXMtb3B0aW1pc3RpYy1vbi10cmFkZS1hbWF6b24tYW5nc3QtcG9kY2FzdA==,"{'id': 'bloomberg', 'name': 'Bloomberg'}",2019-02-01T13:23:24Z,
17,"Amazon Reconsidering NYC Headquarters After Opposition, Washington Post Reports",,https://www.bloomberg.com/tosv2.html?vid=&uuid=cf27b700-2bcc-11e9-a4f5-936c30c78f47&url=L25ld3MvYXJ0aWNsZXMvMjAxOS0wMi0wOC9hbWF6b24tcmVjb25zaWRlcmluZy1ueWMtaGVhZHF1YXJ0ZXJzLWFmdGVyLW9wcG9zaXRpb24td2Fwbw==,"{'id': 'bloomberg', 'name': 'Bloomberg'}",2019-02-08T17:31:09Z,
18,Former Amazon Lawyer Now Opposite Bezos in Tabloid Fight,,https://www.bloomberg.com/tosv2.html?vid=&uuid=76e51a70-2c07-11e9-aa3a-c159263b499f&url=L25ld3MvYXJ0aWNsZXMvMjAxOS0wMi0wOS9mb3JtZXItYW1hem9uLWxhd3llci1ub3ctb3Bwb3NpdGUtYmV6b3MtaW4tdGFibG9pZC1maWdodA==,"{'id': 'bloomberg', 'name': 'Bloomberg'}",2019-02-09T00:02:51Z,
19,Amazon Still on Buy List for Synovus Trust,,https://www.bloomberg.com/tosv2.html?vid=&uuid=15286990-262b-11e9-81e7-1bb4efa70a0b&url=L25ld3MvdmlkZW9zLzIwMTktMDItMDEvYW1hem9uLXN0aWxsLW9uLWJ1eS1saXN0LWZvci1zeW5vdnVzLXRydXN0LXZpZGVv,"{'id': 'bloomberg', 'name': 'Bloomberg'}",2019-02-01T13:47:15Z,
20,"Apple Edges Out Microsoft, Amazon to Retake Most Valuable Crown",,https://www.bloomberg.com/tosv2.html?vid=&uuid=67b6d210-295e-11e9-a0b0-935bb7ce936a&url=L25ld3MvYXJ0aWNsZXMvMjAxOS0wMi0wNS9hcHBsZS1lZGdlcy1vdXQtbWljcm9zb2Z0LWFtYXpvbi10by1yZXRha2UtbW9zdC12YWx1YWJsZS1jcm93bg==,"{'id': 'bloomberg', 'name': 'Bloomberg'}",2019-02-05T15:00:56Z,
21,Microsoft Backs Facial Recognition Bill as Amazon Mulls Support,,https://www.bloomberg.com/tosv2.html?vid=&uuid=6fd19fe0-2b14-11e9-801d-0914a3a7d83c&url=L25ld3MvYXJ0aWNsZXMvMjAxOS0wMi0wNy9taWNyb3NvZnQtYmFja3MtZmFjaWFsLXJlY29nbml0aW9uLWJpbGwtYXMtYW1hem9uLW11bGxzLXN1cHBvcnQ=,"{'id': 'bloomberg', 'name': 'Bloomberg'}",2019-02-07T19:33:38Z,
22,"Bezos's Wild Days: Lurid Selfies, Blackmail, Amazon Drama in NYC","If Amazon.com Inc. boss Jeff Bezos really wants his company’s movie production division to create a blockbuster hit, he might want to let them focus on his own life.",https://www.bloomberg.com/news/articles/2019-02-09/bezos-s-wild-days-lurid-selfies-blackmail-amazon-drama-in-nyc,"{'id': 'bloomberg', 'name': 'Bloomberg'}",2019-02-09T04:06:12Z,"If 
Amazon.com Inc. boss Jeff Bezos really wants his company’s movie production division to create a blockbuster hit, he might want to let them focus on his own life.
In the past two days alone, the biography of the world’s richest man has taken more plot twists than a M. Night Shyamalan flick and includes a superstar cast complete with President Donald Trump and a cameo by political sensation Alexandria Ocasio-Cortez.
Threats by a tabloid to publish graphic images sent to a new flame. A private investigator hired to unearth leaks. Conspiracy theories of a connection to the killing of a Saudi dissident journalist. Plea deals with federal prosecutors under pressure. Political intrigue swirling around a proposed $2.5 billion investment on a New York City waterfront. Martin Scorsese is salivating.
The saga began last month when the e-commerce pioneer used Twitter to announce he and Mackenzie, his wife of 25 years, planned to 
divorce. Within hours, the National Enquirer exposed Bezos’s relationship with former TV anchor Lauren Sanchez. That sounds pretty pedestrian now.
The story took on hard-to-believe Hollywood proportions on Thursday. In a lengthy 
blog post, Bezos accused the National Enquirer and its publisher, Trump-ally David Pecker, of blackmail and extortion, publishing email exchanges to back it up. The Enquirer threatened to publish graphic selfies of a scantily clad and sometimes exposed Bezos, saying the images are newsworthy because they reveal poor judgment by the leader of the world’s biggest online retailer.
Bezos representatives argued publication of his private images would violate copyright laws. The Enquirer said it would not publish the photos if Bezos agreed to issue a statement saying the magazine’s reporting isn’t politically motivated. The tabloid also wants to stop Bezos investigating how the photos leaked. The billionaire has hired Gavin de Becker, a private investigator to the stars, to find out what happened.
The blog laid bare the tactics of a tabloid that years ago ended John Edwards’s presidential run by exposing an extramarital affair, and more recently protected then-candidate Trump by buying the stories of women who allegedly were sexually involved with him and then never publishing a word.
The post also highlighted the shrewd public-relations tactics of a billionaire who refuses to be cornered. Forget the portrait painted by the Enquirer of a moneyed philanderer in a mid-life crisis. Bezos cast himself as a hero, protecting the First Amendment at his own risk. His ownership of The Washington Post, which has published stories critical of Trump as well as investigations into the killing of Saudi journalist Jamal Khashoggi, is a “complexifier” in his situation, he said. Bezos decided to expose the correspondence with the Enquirer, and risk photos of himself being shared with the world, to stand up against blackmail and extortion and ensure the integrity of the Washington Post, he said.
“It’s unavoidable that certain powerful people who experience Washington Post news coverage will wrongly conclude I am their enemy,” Bezos wrote. “President Trump is one of those people, obvious by his many tweets. Also, The Post’s essential and unrelenting coverage of the murder of its columnist Jamal Khashoggi is undoubtedly unpopular in certain circles.”
The feud between Trump and Bezos is well known, but the suggestion of a potential connection between the Enquirer’s expose and the assassination of Khashoggi was a bizarre twist. Khashoggi was a leading critic of Saudi Arabia’s de facto ruler, Crown Prince Mohammed bin Salman, whom Trump regards as an important ally. A Saudi Arabian envoy 
said the kingdom wasn’t involved in the fight between Bezos and the National Enquirer, calling it a ""soap opera.""
Bezos’s accusations quickly took on 
far-reaching ramifications. Federal prosecutors are reportedly reviewing the National Enquirer’s dealings with Bezos given the company’s earlier cooperation deal with prosecutors. American Media Inc., owner of the National Enquirer, agreed not to commit crimes to avoid prosecution over hush-money payments to women who claimed relationships with Trump. AMI 
said it acted lawfully in reporting Bezos’s affair, but will investigate claims by the CEO that it was politically motivated.
Bezos’s bombshell allegations were followed Friday by a new revelation. The Washington Post said Amazon was considering withdrawing plans to expand in the Long Island City neighborhood of New York City due to an unrelenting political backlash.
New York Gov. Andrew Cuomo and city mayor Bill de Blasio both celebrated Amazon’s decision to invest $2.5 billion in the city and hire 25,000 people over the next two decades. But several local politicians who were shut out of the negotiations have criticized tax breaks offered to Amazon, questioning the company’s anti-union stance and worrying about low- and middle-income residents getting squeezed out by rent hikes as highly paid tech workers move in.
The news, later confirmed by Bloomberg, shows how Bezos has become a prime target of populist politicians highlighting growing wealth disparity. The idea of tax breaks benefiting the world’s wealthiest man have taken on a life of their own. And the suggestion that Amazon’s response to public scrutiny is to threaten to move its project elsewhere isn’t sitting well.
U.S. Representative Alexandria Ocasio-Cortez, an outspoken critic of the deal, took to Twitter to 
celebrate the possibility that Amazon would pack it in, saying it proved people could “come together and effectively organize against creeping overreach of one of the world’s biggest corporations.”
Before it's here, it's on the Bloomberg Terminal.
LEARN MORE"
23,The supply ship reborn as Edinburgh’s newest luxury hotel,A night on the Fingal is as close as you’ll get to a superyacht without chartering one,https://www.ft.com/content/839de380-2623-11e9-b20d-5376ca5216eb,"{'id': 'financial-times', 'name': 'Financial Times'}",2019-02-08T05:01:01Z,"There’s nothing new about repurposing old cruise liners and barges as hotels, but they tend to be budget options. Cross the gangway and step aboard Fingal, however, and beyond the fact that you won’t have had to remove your shoes as is the convention on most superyachts, you might feel you’ve alighted on one.
Viewed from the quayside at Edinburgh’s Port of Leith, she bears more than a passing resemblance to the likes of Sir James Dyson’s 91-metre historic motoryacht Nahlin, TalkTalk telecom chairman Sir Charles Dunstone’s Shemara or hedge-fund tycoon Ian Wace’s Alicia. Her livery may be navy and red (most vintage superyachts are a shade of white), but Fingal’s profile (two masts and a central cream-and-black funnel) and proportions (she measures 72 metres from the golden trident on her prow to her stern) more or less accord with theirs. And as is immediately striking from the immaculate marine-grade finish on the caulked reclaimed teak floor, iroko doors, rippled sycamore reception desk and multi-faceted circular glass lift, designed to recall the multiple lenses in the lantern of a lighthouse, no expense has been spared in her refit, a four-year process that cost £5m. Beyond the fact that you won’t actually sail anywhere, a night or two at Edinburgh’s newest hotel is probably the closest you will get to staying on a superyacht without actually chartering one.
Not that Fingal was made for leisure. Launched in 1963, she was (like Nahlin) built on the river Clyde, the last-ever vessel to slip from the dry dock at Glasgow’s once-hallowed Blythswood Shipbuilding Company. She was commissioned by the Northern Lighthouse Board as a steam tender to ferry supplies to lighthouses between the Isle of Man and the west coast of Scotland. But with increasing automation, it became more practical to service them by helicopter, and by the 21st century she was redundant.
She might well then have been turned into a yacht. But in 2014 she was bought by Royal Yacht Enterprises, the trading arm of the Leith-based Royal Yacht Britannia Trust, the heritage charity that maintains as a tourist attraction the yacht used by the British royal family until 1997. Other vessels of historical significance and royal provenance are also under its care, among them the former royal racing yacht, Bloodhound (itself available for charters in the Western Isles), two smaller sailing boats, which the Queen and Duke of Edinburgh had received as wedding presents, and the Royal Nore, a motor launch or “barge” used to entertain heads of state.
Without an obvious royal connection beyond the fact that as patron of the Northern Lighthouse Board, the Princess Royal has spent time aboard, Fingal’s purpose within the fleet is to generate revenue with which to support the trust’s other work. The conversion from working boat to hotel was no little undertaking.
Almost 170 tonnes of steel were removed, not least the cranes; two new decks were added; and its 40 cramped cabins were reconfigured as 23 more spacious ones.
But it does still feel palpably as though you’re on a boat. Stay in one of the four duplexes, the largest cabin options, and you approach via a glass walkway that leads through the magnificent engine room, which has been admirably cleaned up but still smells faintly of engine oil.
Once inside, there’s a little sitting room from which an open-tread brass spiral staircase descends to a bedroom and bathroom in the bowels of the boat, a space defined by the steep contours of the steel hull and a distinctly cambered floor, a curvature that meant every bed had to be individually fitted to ensure the mattresses lie horizontally. Down here you can feel and hear some movement in the water, which froze the night I slept there. So I was glad of the handsome plaid throw on the bed, designed by a young Leith-based weaver, Araminta Campbell, to evoke a stormy Scottish seascape faintly illuminated by a lighthouse. Her waterfront studio is visible from the deck.
I don’t know that I’d give house room to the patterned carpet, but that apart I loved the boat. As you’d expect on an ocean-going vessel built for treacherous seas, almost all the furniture is, if not built-in, then fixed, with no angles or sharp corners. The cabinetry — not least in the leather-faced wardrobe and minibar — was a construction of wonder, with a place for everything and everything in its place, right down to the haggis-flavoured crisps and blonde ale from Oban, gateway to the Hebrides, where the boat was based for much of her active life. (Latterly she worked out of Stromness in Orkney.) There is a certain arch Scottishness to the provisions — shortbread and Tunnock’s Teacakes on the tea tray; “whisky-and-water” scented shower gel from the Dufftown Distillery (as well as a more conventionally fragrant alternative) — but there is no tartan in the decor.
There are abundant nautical references, though. The swivel chair by each desk is based on the boat’s original radio operator’s seat. And brass light fittings and wheel-handled taps call to mind those you would find in a chandlery. Not that there’s anything utilitarian about the bathrooms: there was underfloor heating and a capacious roll-top bath in the one in my quarters, Ornsay, named, as all the cabins are, after a Scottish lighthouse. Above every bed a chart of the contours of the marine area around the relevant beacon (Ornsay is an islet off Skye) has been stitched into a leather panel, just as a compass has been embroidered on to the suede that lines the ceiling above the pillows. There is further lighthouse imagery to be found in the corridors, which are hung with superb photographs by Ian Cowe, who spent more than seven years documenting those managed by the Northern Lighthouse Board.
If such details speak of local artistry and craftsmanship, there are also the usual mod cons: a smart TV, coffee machine and automated Venetian blinds on the portholes. (If you want windows, you need to be on the upper deck or in the main-deck Skerryvore Suite, the fanciest cabin, complete with a secret door disguised as a bookcase to the adjoining room, as well as direct access to the promenade deck.)
Ascend to the top deck, and you’ll come to the original bridge from which the ship was steered, now a private dining-room-cum-library of multiple volumes of the ship’s log, meticulously recorded in commendably neat handwriting. The original ship’s wheel is in there too. Behind it, you’ll find the Lighthouse Bar, a large, light lounge opening on to a spacious deck that is open to non-residents as long as you reserve a table. Here they also serve a hearty cooked breakfast and a lavish £40-a-head afternoon tea, a very big deal in smart Edinburgh hotels, and this one should come to rival those at the Balmoral and the Caledonian. The chorizo-and-olive palmier and assorted titivated-for-Instagram fancy eclairs, macaroons and roulades were exemplary, but it was the lightness of the buttermilk scones and the outstanding smoked-salmon sandwiches I remember it for.
There is also a short unpretentious supper menu (more smoked salmon, Scottish langoustines, local charcuterie, terrines, pasta and tempura). For a proper dinner, however, they suggest you go ashore: Leith has two Michelin-starred restaurants, The Kitchin and Restaurant Martin Wishart, as well as a host of recommended if less exalted places within five or 10 minutes’ walk of the boat. Or if you want to entertain, private dinners can be arranged on the bridge or in the triple-height ballroom that has been converted from what was the hold, while the state of the art galley, large enough to cater for 80, occupies what were the fuel tanks.
In truth the views — over Ocean Drive and across the water towards the unlovely Ocean Terminal shopping mall, beyond which Britannia is berthed — are a little dispiriting. Some visitors will consider the location, two miles north of the Royal Mile and the main attractions, inconvenient. But for anyone who loves boats and lighthouses, Fingal has her own allure both as a vessel with a distinguished heritage and as a glorious evocation of a glamorous yacht.
Claire Wrathall was a guest of Fingal (fingal.co.uk). Double cabins cost from £300 per night including breakfast
Follow @FTLifeArts on Twitter to find out about our latest stories first. Subscribe to FT Life on YouTube for the latest FT Weekend videos"
